canonical_family_id,benchmark_source,template_id,domain,cue_type,original_or_expansion,source_family_path,solver_certificate_path,parent_family_id,is_canonical
CM_A_STD_017,stage6_original,CM_A_STD_017,thermodynamics,irrelevant_variable,original,results/stage6/generated_full_benchmark/CM_A_STD_017.json,results/stage6/generated_full_benchmark/CM_A_STD_017.json,,True
CM_A_STD_018,stage6_original,CM_A_STD_018,thermodynamics,irrelevant_variable,original,results/stage6/generated_full_benchmark/CM_A_STD_018.json,results/stage6/generated_full_benchmark/CM_A_STD_018.json,,True
CM_A_STD_019,stage6_original,CM_A_STD_019,thermodynamics,irrelevant_variable,original,results/stage6/generated_full_benchmark/CM_A_STD_019.json,results/stage6/generated_full_benchmark/CM_A_STD_019.json,,True
CM_A_STD_020,stage6_original,CM_A_STD_020,thermodynamics,irrelevant_variable,original,results/stage6/generated_full_benchmark/CM_A_STD_020.json,results/stage6/generated_full_benchmark/CM_A_STD_020.json,,True
CM_B_001,stage6_original,CM_B_001,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_001.json,results/stage6/generated_full_benchmark/CM_B_001.json,,True
CM_B_002,stage6_original,CM_B_002,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_002.json,results/stage6/generated_full_benchmark/CM_B_002.json,,True
CM_B_003,stage6_original,CM_B_003,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_003.json,results/stage6/generated_full_benchmark/CM_B_003.json,,True
CM_B_004,stage6_original,CM_B_004,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_004.json,results/stage6/generated_full_benchmark/CM_B_004.json,,True
CM_B_005,stage6_original,CM_B_005,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_005.json,results/stage6/generated_full_benchmark/CM_B_005.json,,True
CM_B_006,stage6_original,CM_B_006,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_006.json,results/stage6/generated_full_benchmark/CM_B_006.json,,True
CM_B_007,stage6_original,CM_B_007,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_007.json,results/stage6/generated_full_benchmark/CM_B_007.json,,True
CM_B_008,stage6_original,CM_B_008,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_008.json,results/stage6/generated_full_benchmark/CM_B_008.json,,True
CM_B_009,stage6_original,CM_B_009,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_009.json,results/stage6/generated_full_benchmark/CM_B_009.json,,True
CM_B_010,stage6_original,CM_B_010,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_010.json,results/stage6/generated_full_benchmark/CM_B_010.json,,True
CM_B_STD_001,stage6_original,CM_B_STD_001,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_001.json,results/stage6/generated_full_benchmark/CM_B_STD_001.json,,True
CM_B_STD_002,stage6_original,CM_B_STD_002,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_002.json,results/stage6/generated_full_benchmark/CM_B_STD_002.json,,True
CM_B_STD_003,stage6_original,CM_B_STD_003,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_003.json,results/stage6/generated_full_benchmark/CM_B_STD_003.json,,True
CM_B_STD_004,stage6_original,CM_B_STD_004,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_004.json,results/stage6/generated_full_benchmark/CM_B_STD_004.json,,True
CM_B_STD_005,stage6_original,CM_B_STD_005,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_005.json,results/stage6/generated_full_benchmark/CM_B_STD_005.json,,True
CM_B_STD_006,stage6_original,CM_B_STD_006,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_006.json,results/stage6/generated_full_benchmark/CM_B_STD_006.json,,True
CM_B_STD_007,stage6_original,CM_B_STD_007,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_007.json,results/stage6/generated_full_benchmark/CM_B_STD_007.json,,True
CM_B_STD_008,stage6_original,CM_B_STD_008,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_008.json,results/stage6/generated_full_benchmark/CM_B_STD_008.json,,True
CM_B_STD_009,stage6_original,CM_B_STD_009,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_009.json,results/stage6/generated_full_benchmark/CM_B_STD_009.json,,True
CM_B_STD_010,stage6_original,CM_B_STD_010,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_010.json,results/stage6/generated_full_benchmark/CM_B_STD_010.json,,True
CM_B_STD_011,stage6_original,CM_B_STD_011,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_011.json,results/stage6/generated_full_benchmark/CM_B_STD_011.json,,True
CM_B_STD_012,stage6_original,CM_B_STD_012,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_012.json,results/stage6/generated_full_benchmark/CM_B_STD_012.json,,True
CM_B_STD_013,stage6_original,CM_B_STD_013,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_013.json,results/stage6/generated_full_benchmark/CM_B_STD_013.json,,True
CM_B_STD_014,stage6_original,CM_B_STD_014,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_014.json,results/stage6/generated_full_benchmark/CM_B_STD_014.json,,True
CM_B_STD_015,stage6_original,CM_B_STD_015,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_STD_015.json,results/stage6/generated_full_benchmark/CM_B_STD_015.json,,True
CM_B_UM_001,stage6_original,CM_B_UM_001,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_001.json,results/stage6/generated_full_benchmark/CM_B_UM_001.json,,True
CM_B_UM_002,stage6_original,CM_B_UM_002,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_002.json,results/stage6/generated_full_benchmark/CM_B_UM_002.json,,True
CM_B_UM_003,stage6_original,CM_B_UM_003,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_003.json,results/stage6/generated_full_benchmark/CM_B_UM_003.json,,True
CM_B_UM_004,stage6_original,CM_B_UM_004,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_004.json,results/stage6/generated_full_benchmark/CM_B_UM_004.json,,True
CM_B_UM_005,stage6_original,CM_B_UM_005,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_005.json,results/stage6/generated_full_benchmark/CM_B_UM_005.json,,True
CM_B_UM_006,stage6_original,CM_B_UM_006,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_006.json,results/stage6/generated_full_benchmark/CM_B_UM_006.json,,True
CM_B_UM_007,stage6_original,CM_B_UM_007,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_007.json,results/stage6/generated_full_benchmark/CM_B_UM_007.json,,True
CM_B_UM_008,stage6_original,CM_B_UM_008,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_008.json,results/stage6/generated_full_benchmark/CM_B_UM_008.json,,True
CM_B_UM_009,stage6_original,CM_B_UM_009,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_009.json,results/stage6/generated_full_benchmark/CM_B_UM_009.json,,True
CM_B_UM_010,stage6_original,CM_B_UM_010,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_010.json,results/stage6/generated_full_benchmark/CM_B_UM_010.json,,True
CM_B_UM_011,stage6_original,CM_B_UM_011,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_011.json,results/stage6/generated_full_benchmark/CM_B_UM_011.json,,True
CM_B_UM_012,stage6_original,CM_B_UM_012,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_012.json,results/stage6/generated_full_benchmark/CM_B_UM_012.json,,True
CM_B_UM_013,stage6_original,CM_B_UM_013,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_013.json,results/stage6/generated_full_benchmark/CM_B_UM_013.json,,True
CM_B_UM_014,stage6_original,CM_B_UM_014,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_014.json,results/stage6/generated_full_benchmark/CM_B_UM_014.json,,True
CM_B_UM_015,stage6_original,CM_B_UM_015,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_015.json,results/stage6/generated_full_benchmark/CM_B_UM_015.json,,True
CM_B_UM_016,stage6_original,CM_B_UM_016,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_016.json,results/stage6/generated_full_benchmark/CM_B_UM_016.json,,True
CM_B_UM_017,stage6_original,CM_B_UM_017,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_017.json,results/stage6/generated_full_benchmark/CM_B_UM_017.json,,True
CM_B_UM_018,stage6_original,CM_B_UM_018,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_018.json,results/stage6/generated_full_benchmark/CM_B_UM_018.json,,True
CM_B_UM_019,stage6_original,CM_B_UM_019,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_019.json,results/stage6/generated_full_benchmark/CM_B_UM_019.json,,True
CM_B_UM_020,stage6_original,CM_B_UM_020,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_020.json,results/stage6/generated_full_benchmark/CM_B_UM_020.json,,True
CM_B_UM_021,stage6_original,CM_B_UM_021,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_021.json,results/stage6/generated_full_benchmark/CM_B_UM_021.json,,True
CM_B_UM_022,stage6_original,CM_B_UM_022,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_022.json,results/stage6/generated_full_benchmark/CM_B_UM_022.json,,True
CM_B_UM_023,stage6_original,CM_B_UM_023,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_023.json,results/stage6/generated_full_benchmark/CM_B_UM_023.json,,True
CM_B_UM_024,stage6_original,CM_B_UM_024,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_024.json,results/stage6/generated_full_benchmark/CM_B_UM_024.json,,True
CM_B_UM_025,stage6_original,CM_B_UM_025,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_025.json,results/stage6/generated_full_benchmark/CM_B_UM_025.json,,True
CM_B_UM_026,stage6_original,CM_B_UM_026,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_026.json,results/stage6/generated_full_benchmark/CM_B_UM_026.json,,True
CM_B_UM_027,stage6_original,CM_B_UM_027,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_027.json,results/stage6/generated_full_benchmark/CM_B_UM_027.json,,True
CM_B_UM_028,stage6_original,CM_B_UM_028,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_028.json,results/stage6/generated_full_benchmark/CM_B_UM_028.json,,True
CM_B_UM_029,stage6_original,CM_B_UM_029,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_029.json,results/stage6/generated_full_benchmark/CM_B_UM_029.json,,True
CM_B_UM_030,stage6_original,CM_B_UM_030,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_030.json,results/stage6/generated_full_benchmark/CM_B_UM_030.json,,True
CM_B_UM_031,stage6_original,CM_B_UM_031,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_031.json,results/stage6/generated_full_benchmark/CM_B_UM_031.json,,True
CM_B_UM_032,stage6_original,CM_B_UM_032,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_032.json,results/stage6/generated_full_benchmark/CM_B_UM_032.json,,True
CM_B_UM_033,stage6_original,CM_B_UM_033,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_033.json,results/stage6/generated_full_benchmark/CM_B_UM_033.json,,True
CM_B_UM_034,stage6_original,CM_B_UM_034,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_034.json,results/stage6/generated_full_benchmark/CM_B_UM_034.json,,True
CM_B_UM_035,stage6_original,CM_B_UM_035,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_035.json,results/stage6/generated_full_benchmark/CM_B_UM_035.json,,True
CM_B_UM_036,stage6_original,CM_B_UM_036,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_036.json,results/stage6/generated_full_benchmark/CM_B_UM_036.json,,True
CM_B_UM_037,stage6_original,CM_B_UM_037,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_037.json,results/stage6/generated_full_benchmark/CM_B_UM_037.json,,True
CM_B_UM_038,stage6_original,CM_B_UM_038,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_038.json,results/stage6/generated_full_benchmark/CM_B_UM_038.json,,True
CM_B_UM_039,stage6_original,CM_B_UM_039,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_039.json,results/stage6/generated_full_benchmark/CM_B_UM_039.json,,True
CM_B_UM_040,stage6_original,CM_B_UM_040,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_040.json,results/stage6/generated_full_benchmark/CM_B_UM_040.json,,True
CM_B_UM_041,stage6_original,CM_B_UM_041,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_041.json,results/stage6/generated_full_benchmark/CM_B_UM_041.json,,True
CM_B_UM_042,stage6_original,CM_B_UM_042,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_042.json,results/stage6/generated_full_benchmark/CM_B_UM_042.json,,True
CM_B_UM_043,stage6_original,CM_B_UM_043,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_043.json,results/stage6/generated_full_benchmark/CM_B_UM_043.json,,True
CM_B_UM_044,stage6_original,CM_B_UM_044,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_044.json,results/stage6/generated_full_benchmark/CM_B_UM_044.json,,True
CM_B_UM_045,stage6_original,CM_B_UM_045,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_045.json,results/stage6/generated_full_benchmark/CM_B_UM_045.json,,True
CM_B_UM_046,stage6_original,CM_B_UM_046,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_046.json,results/stage6/generated_full_benchmark/CM_B_UM_046.json,,True
CM_B_UM_047,stage6_original,CM_B_UM_047,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_047.json,results/stage6/generated_full_benchmark/CM_B_UM_047.json,,True
CM_B_UM_048,stage6_original,CM_B_UM_048,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_048.json,results/stage6/generated_full_benchmark/CM_B_UM_048.json,,True
CM_B_UM_049,stage6_original,CM_B_UM_049,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_049.json,results/stage6/generated_full_benchmark/CM_B_UM_049.json,,True
CM_B_UM_050,stage6_original,CM_B_UM_050,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_050.json,results/stage6/generated_full_benchmark/CM_B_UM_050.json,,True
CM_B_UM_051,stage6_original,CM_B_UM_051,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_051.json,results/stage6/generated_full_benchmark/CM_B_UM_051.json,,True
CM_B_UM_052,stage6_original,CM_B_UM_052,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_052.json,results/stage6/generated_full_benchmark/CM_B_UM_052.json,,True
CM_B_UM_053,stage6_original,CM_B_UM_053,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_053.json,results/stage6/generated_full_benchmark/CM_B_UM_053.json,,True
CM_B_UM_054,stage6_original,CM_B_UM_054,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_054.json,results/stage6/generated_full_benchmark/CM_B_UM_054.json,,True
CM_B_UM_055,stage6_original,CM_B_UM_055,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_055.json,results/stage6/generated_full_benchmark/CM_B_UM_055.json,,True
CM_B_UM_056,stage6_original,CM_B_UM_056,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_056.json,results/stage6/generated_full_benchmark/CM_B_UM_056.json,,True
CM_B_UM_057,stage6_original,CM_B_UM_057,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_057.json,results/stage6/generated_full_benchmark/CM_B_UM_057.json,,True
CM_B_UM_058,stage6_original,CM_B_UM_058,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_058.json,results/stage6/generated_full_benchmark/CM_B_UM_058.json,,True
CM_B_UM_059,stage6_original,CM_B_UM_059,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_059.json,results/stage6/generated_full_benchmark/CM_B_UM_059.json,,True
CM_B_UM_060,stage6_original,CM_B_UM_060,mechanics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/CM_B_UM_060.json,results/stage6/generated_full_benchmark/CM_B_UM_060.json,,True
CM_B_UM_061,stage10_expansion,CM_B_UM_061,mechanics,nongoverning_distractor,expansion,results/stage10/benchmark_expansion/rendered/nongoverning_distractor/mechanics/CM_B_UM_061.json,results/stage10/benchmark_expansion/verification/CM_B_UM_061.json,,True
CM_B_UM_062,stage10_expansion,CM_B_UM_062,mechanics,nongoverning_distractor,expansion,results/stage10/benchmark_expansion/rendered/nongoverning_distractor/mechanics/CM_B_UM_062.json,results/stage10/benchmark_expansion/verification/CM_B_UM_062.json,,True
CM_B_UM_063,stage10_expansion,CM_B_UM_063,mechanics,nongoverning_distractor,expansion,results/stage10/benchmark_expansion/rendered/nongoverning_distractor/mechanics/CM_B_UM_063.json,results/stage10/benchmark_expansion/verification/CM_B_UM_063.json,,True
CM_C_001,stage6_original,CM_C_001,mechanics,frame_rendering,original,results/stage6/generated_full_benchmark/CM_C_001.json,results/stage6/generated_full_benchmark/CM_C_001.json,,True
CM_C_002,stage6_original,CM_C_002,mechanics,frame_rendering,original,results/stage6/generated_full_benchmark/CM_C_002.json,results/stage6/generated_full_benchmark/CM_C_002.json,,True
CM_C_003,stage6_original,CM_C_003,mechanics,frame_rendering,original,results/stage6/generated_full_benchmark/CM_C_003.json,results/stage6/generated_full_benchmark/CM_C_003.json,,True
CM_C_004,stage6_original,CM_C_004,electrostatics_circuits,frame_rendering,original,results/stage6/generated_full_benchmark/CM_C_004.json,results/stage6/generated_full_benchmark/CM_C_004.json,,True
CM_C_005,stage6_original,CM_C_005,mechanics,frame_rendering,original,results/stage6/generated_full_benchmark/CM_C_005.json,results/stage6/generated_full_benchmark/CM_C_005.json,,True
CM_C_006,stage10_expansion,CM_C_006,electrostatics_circuits,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_006.json,results/stage10/benchmark_expansion/verification/CM_C_006.json,,True
CM_C_007,stage10_expansion,CM_C_007,thermodynamics,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/thermodynamics/CM_C_007.json,results/stage10/benchmark_expansion/verification/CM_C_007.json,,True
CM_C_008,stage10_expansion,CM_C_008,electrostatics_circuits,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_008.json,results/stage10/benchmark_expansion/verification/CM_C_008.json,,True
CM_C_009,stage10_expansion,CM_C_009,electrostatics_circuits,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_009.json,results/stage10/benchmark_expansion/verification/CM_C_009.json,,True
CM_C_010,stage10_expansion,CM_C_010,electrostatics_circuits,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_010.json,results/stage10/benchmark_expansion/verification/CM_C_010.json,,True
CM_C_011,stage10_expansion,CM_C_011,electrostatics_circuits,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_011.json,results/stage10/benchmark_expansion/verification/CM_C_011.json,,True
CM_C_012,stage10_expansion,CM_C_012,mechanics,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/mechanics/CM_C_012.json,results/stage10/benchmark_expansion/verification/CM_C_012.json,,True
CM_C_013,stage10_expansion,CM_C_013,mechanics,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/mechanics/CM_C_013.json,results/stage10/benchmark_expansion/verification/CM_C_013.json,,True
CM_C_014,stage10_expansion,CM_C_014,electrostatics_circuits,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_014.json,results/stage10/benchmark_expansion/verification/CM_C_014.json,,True
CM_C_015,stage10_expansion,CM_C_015,thermodynamics,frame_rendering,expansion,results/stage10/benchmark_expansion/rendered/frame_rendering/thermodynamics/CM_C_015.json,results/stage10/benchmark_expansion/verification/CM_C_015.json,,True
EL_A_001,stage6_original,EL_A_001,electrostatics_circuits,irrelevant_variable,original,results/stage6/generated_full_benchmark/EL_A_001.json,results/stage6/generated_full_benchmark/EL_A_001.json,,True
EL_A_002,stage6_original,EL_A_002,electrostatics_circuits,irrelevant_variable,original,results/stage6/generated_full_benchmark/EL_A_002.json,results/stage6/generated_full_benchmark/EL_A_002.json,,True
EL_A_003,stage6_original,EL_A_003,electrostatics_circuits,irrelevant_variable,original,results/stage6/generated_full_benchmark/EL_A_003.json,results/stage6/generated_full_benchmark/EL_A_003.json,,True
